Chromosome	Begin	End	Orientation	Symbol
4	83035183	83075818	plus	COPS4
4	83090048	83114729	minus	PLAC8
4	83139459	83200572	minus	LOC124900167
4	83263824	83285134	minus	COQ2
4	83292461	83335153	minus	HPSE
4	83314094	83316839	plus	LOC105377313
4	83407346	83455883	minus	HELQ
4	83456058	83462298	plus	MRPS18C
4	83459517	83485100	minus	ABRAXAS1
4	83535587	83605875	plus	GPAT3
4	83796436	83803132	minus	LOC105377315
4	83968082	84299169	minus	LINC02994
4	84491985	84499292	minus	NKX6-1
4	84526820	84582221	minus	LOC102723338
4	84583127	84651334	plus	CDS1
4	84653089	84663410	plus	LOC124900854
4	84669597	84966690	minus	WDFY3
4	84796665	84810489	plus	WDFY3-AS1
4	84965616	85008743	plus	WDFY3-AS2
4	85475150	86002666	plus	ARHGAP24
4	85643505	85659461	plus	LOC105377319
4	85721990	85724644	plus	LOC124900728
4	85722468	85722533	plus	MIR4451
4	86010405	86594074	minus	MAPK10
4	86119806	86219926	plus	MAPK10-AS1
4	86542482	86542552	minus	MIR4452
4	86594315	86815161	plus	PTPN13
4	86823468	86849384	minus	SLC10A6
4	86876205	86936204	minus	C4orf36
4	86924894	86934850	minus	AFF1-AS1
4	86935011	87141039	plus	AFF1
4	87068937	87075830	plus	LOC105377320
4	87160103	87240531	minus	KLHL8
4	87300495	87300583	minus	MIR5705
4	87303794	87322882	minus	HSD17B13
4	87336515	87391188	minus	HSD17B11
4	87422573	87459455	plus	NUDT9
4	87460802	87471050	minus	SCPPPQ1
4	87473335	87529376	minus	SPARCL1
4	87520221	87526495	plus	LOC124900729
4	87608529	87616873	plus	DSPP
4	87650280	87664357	plus	DMP1
4	87657186	87679986	minus	LOC105377323
4	87730406	87741413	minus	LOC105377324
4	87799554	87812435	plus	IBSP
4	87821398	87846792	plus	MEPE
4	87960223	87973769	minus	LOC124900730
4	87975714	87983411	plus	SPP1
4	88007635	88077777	plus	PKD2
4	88090264	88231626	minus	ABCG2
4	88158386	88159556	minus	LOC124900867
4	88257620	88284561	minus	PPM1K
4	88284930	88341657	plus	PPM1K-DT
4	88352201	88358560	minus	LOC124900731
4	88361463	88362153	plus	LOC105377326
4	88378852	88443097	plus	HERC6
4	88411483	88467706	minus	LOC102723458
4	88457119	88506163	plus	HERC5
4	88520998	88523776	minus	PIGY
4	88520998	88523776	minus	PYURF
4	88523810	88524991	plus	PIGY-DT
4	88523843	88708539	plus	HERC3
4	88695913	88697829	minus	NAP1L5
4	88709789	88730103	plus	FAM13A-AS1
4	88725960	89057185	minus	FAM13A
4	88855352	88864476	minus	LOC124900732
4	88927493	88959652	plus	LOC105377327
4	89111169	89114901	plus	TIGD2
4	89196519	89198336	plus	LOC124900834
4	89236383	89307800	minus	GPRIN3
4	89456455	89485559	minus	LOC105377328
4	89538208	89551324	minus	LOC124900855
4	89551390	89645446	plus	LOC105377329
4	89681505	89726132	plus	LOC124900602
4	89724099	89838304	minus	SNCA
4	89738465	89749154	plus	LOC124900856
4	89836401	89841991	plus	SNCA-AS1
4	89879511	89954614	plus	MMRN1
4	90039592	90074822	minus	LOC105377331
4	90127394	91605295	plus	CCSER1
4	91268585	91325201	minus	LOC124900733
4	92026136	92028391	plus	LOC112268468
4	92262498	92277302	minus	LNCPRESS2
4	92303966	93810456	plus	GRID2
4	93828753	93830964	plus	ATOH1
4	94117820	94207556	minus	SMARCAD1-DT
4	94148322	94149348	plus	LOC124900734
4	94207608	94291292	plus	SMARCAD1
4	94298535	94342836	minus	HPGDS
4	94451942	94668223	plus	PDLIM5
4	94743668	94757533	minus	BMPR1B-DT
4	94757955	95158450	plus	BMPR1B
4	95061982	95066956	plus	LOC124900735
4	95162504	95548973	minus	UNC5C
4	95400929	95422136	plus	LOC124900736
4	95549148	95587728	plus	UNC5C-AS1
4	95840093	95841464	plus	PDHA2
4	96310703	96818415	plus	LINC02267
4	97219937	97225365	minus	LOC124900737
4	97366926	97490164	plus	STPG2-AS1
4	97441249	98143476	minus	STPG2
4	98180731	98204131	minus	LOC105377340
4	98261384	98443858	plus	RAP1GDS1
4	98470367	98658611	minus	TSPAN5
4	98658723	98678648	plus	LOC112267901
4	98658902	98664551	plus	TSPAN5-DT
4	98783887	98862530	minus	LOC105377343
4	98879276	98929133	minus	EIF4E
4	98995721	99062809	plus	METAP1
4	98997387	98997460	plus	MIR3684
4	99013480	99021629	minus	LOC124900738
4	99070978	99088788	minus	ADH5
4	99088857	99301356	plus	LOC100507053
4	99102228	99103112	plus	LOC124900739
4	99123658	99144297	minus	ADH4
4	99202639	99219246	minus	ADH6
4	99276369	99290985	minus	ADH1A
4	99304971	99321401	minus	ADH1B
4	99336497	99352746	minus	ADH1C
4	99378692	99405580	minus	LOC102723576
4	99412263	99435342	minus	ADH7
4	99511021	99542303	plus	C4orf17
4	99546711	99564039	minus	TRMT10A
4	99564130	99623997	plus	MTTP
4	99636529	99657828	minus	C4orf54
4	99816827	99872333	plus	DAPP1
4	99878336	99894546	minus	LAMTOR3
4	99896248	99946618	minus	DNAJB14
4	99948088	99950275	minus	H2AZ1
4	99950494	100037705	plus	H2AZ1-DT
4	100102233	100104462	plus	LOC107986232
4	100185870	100190468	minus	DDIT4L
4	100190033	100215505	plus	DDIT4L-AS1
4	100395127	100395247	minus	SNORA101A
4	100395341	100518022	minus	EMCN
4	100421371	100511342	plus	LOC124900740
4	100531830	100546582	plus	LOC105377345
4	100660279	100675113	minus	LINC01216
4	100785231	100791426	minus	LINC01217
4	100811419	100880122	minus	LINC01218
4	101023418	101347526	minus	PPP3CA
4	101240795	101240872	minus	MIR8066
4	101330302	101330414	minus	MIR1255A
4	101347777	101348883	plus	FLJ20021
4	101641387	101645096	minus	LOC124900741
4	101689447	101754288	plus	LOC107986297
4	101790730	102074812	plus	BANK1
4	102251041	102345482	minus	SLC39A8
4	102418602	102502486	minus	LOC105377621
4	102501359	102617302	plus	NFKB1
4	102560471	102566670	minus	LOC124900742
4	102597655	102621102	minus	LOC105377347
4	102630770	102760968	minus	MANBA
4	102777037	102799575	plus	LOC102723704
4	102778086	102787126	minus	LOC124900743
4	102794383	102868895	minus	UBE2D3
4	102828055	102844106	plus	UBE2D3-AS1
4	102859393	102859496	minus	LOC124900903
4	102868992	102892807	plus	CISD2
4	102885049	103019705	minus	SLC9B1
4	103018029	103077319	minus	SLC9B2
4	103077592	103099834	minus	BDH2
4	103105811	103198343	minus	CENPE
4	103425042	103439728	plus	LINC02428
4	103548745	103624451	plus	TACR3-AS1
4	103586031	103719985	minus	TACR3
4	103961610	104037551	plus	LINC02503
4	104280103	104394411	minus	LOC105377350
4	104414131	104416621	minus	LOC124900744
4	104468308	104494894	minus	CXXC4
4	104490965	104697592	plus	CXXC4-AS1
4	104514015	104655939	minus	LOC124900745
4	104727276	104732890	plus	LOC124900746
4	104892899	104895400	plus	LOC105377351
4	105137262	105171010	minus	LOC124900868
4	105145875	105279803	plus	TET2
4	105171354	105352881	minus	TET2-AS1
4	105369077	105474070	minus	PPA2
4	105534787	105552284	minus	LOC105377352
4	105552620	105682566	plus	ARHGEF38
4	105561591	105570238	plus	ARHGEF38-IT1
4	105682627	105708689	minus	INTS12
4	105699947	105705974	plus	LOC124900748
4	105706382	105708096	plus	LOC124900747
4	105708784	105847725	plus	GSTCD
4	105789284	105792209	minus	LOC107986190
4	105815145	105827172	minus	GSTCD-AS1
4	105835794	105841620	minus	LOC124900749
4	105895471	105971671	plus	NPNT
4	106003317	106022478	minus	LOC101929577
4	106041599	106316683	minus	TBCK
4	106279605	106297546	plus	LOC124900750
4	106315544	106349456	plus	AIMP1
4	106357392	106368778	minus	GIMD1
4	106433624	106453448	plus	LINC02173
4	106525843	106814283	plus	LOC105377356
4	106921802	107036313	minus	DKK2
4	107258574	107301875	plus	LOC102725220
4	107543553	107590397	minus	LOC105377358
4	107613666	107720234	minus	PAPSS1
4	107824563	107915047	plus	SGMS2
4	107863479	107932119	minus	CYP2U1-AS1
4	107903711	107978923	minus	LOC107986298
4	107928145	107931585	minus	LOC124900751
4	107931549	107953461	plus	CYP2U1
4	107936019	107937525	minus	LOC107986299
4	107989889	108035171	plus	HADH
4	108047548	108168932	minus	LEF1
4	108167525	108176430	plus	LEF1-AS1
4	108167939	108170970	plus	LOC124900752
4	108365650	108372604	plus	LOC124900753
4	108538190	108620457	minus	RPL34-DT
4	108557233	108560392	plus	LOC101929621
4	108620576	108630484	plus	RPL34
4	108650599	108667820	plus	OSTC
4	108742053	108763053	minus	ETNPPL
4	108808725	109302658	minus	COL25A1
4	109023554	109047751	plus	LOC124900756
4	109185870	109205399	plus	LOC124900754
4	109303035	109316135	plus	COL25A1-DT
4	109429963	109433817	minus	SEC24B-AS1
4	109433815	109540896	plus	SEC24B
4	109488698	109488795	plus	MIR576
4	109560246	109688719	plus	MCUB
4	109613511	109619117	minus	LOC124900755
4	109664388	109709767	minus	CASP6
4	109709989	109730070	minus	PLA2G12A
4	109730982	109801999	minus	CFI
4	109803672	109806588	plus	LOC124900757
4	109812919	109815382	minus	GAR1-DT
4	109815510	109824737	plus	GAR1
4	109827972	109844942	plus	RRH
4	109848107	109872315	plus	LRIT3
4	109912883	110013766	plus	EGF
4	110045846	110199202	minus	ELOVL6
4	110247054	110252564	plus	LOC124900759
4	110365579	110373453	plus	LOC105377362
4	110433109	110433188	minus	LOC124900892
4	110476155	110565285	plus	ENPEP
4	110595513	110615458	minus	PANCR
4	110611343	110613503	plus	LOC105377363
4	110617423	110642123	minus	PITX2
4	110647073	110648726	plus	LOC124900857
4	110860582	110860647	minus	MIR297
4	110986245	111010458	minus	LOC105377364
4	111632170	111648808	plus	LOC105377366
4	111705399	111716057	minus	LOC105377367
4	111803466	112112270	minus	LINC02945
4	111846289	111923696	plus	LOC105377369
4	112120848	112131077	minus	LOC105377370
4	112145454	112195256	plus	FAM241A
4	112229561	112232150	minus	AP1AR-DT
4	112231787	112273110	plus	AP1AR
4	112274537	112285904	minus	TIFA
4	112297369	112442621	plus	ALPK1
4	112513516	112516180	minus	NEUROG2
4	112515379	112546885	plus	NEUROG2-AS1
4	112516805	112519957	plus	LOC124900760
4	112539339	112636909	minus	ZGRF1
4	112637143	112657586	plus	LARP7
4	112646720	112650051	minus	MIR302CHG
4	112647874	112647941	minus	MIR367
4	112648004	112648071	minus	MIR302D
4	112648183	112648251	minus	MIR302A
4	112648363	112648430	minus	MIR302C
4	112648485	112648557	minus	MIR302B
4	112705622	113383736	plus	ANK2
4	112880113	112885953	minus	LOC102723896
4	113021524	113027776	plus	LOC124900761
4	113029399	113044829	minus	ANK2-AS1
4	113106863	113106955	plus	MIR1243
4	113152282	113152362	plus	MIR8082
4	113401891	113434267	minus	LOC105377374
4	113451032	113761738	minus	CAMK2D
4	113871746	113877085	plus	LOC105377375
4	113900284	113979647	minus	ARSJ
4	113979813	113981528	plus	LOC107986305
4	113980895	113998202	minus	LOC124900762
4	114023366	114036551	minus	LOC105377376
4	114295453	114305149	plus	LOC107986235
4	114334801	114364913	minus	LOC105377378
4	114458112	114494107	plus	LOC105377379
4	114546911	114558726	minus	LOC105377380
4	114598402	114678225	plus	UGT8
4	114656759	114656854	plus	MIR577
4	114716852	114737120	minus	LOC124900763
4	114723478	114743434	plus	LOC105377382
4	114827763	115113620	minus	NDST4
4	115000819	115013046	minus	LOC124900764
4	116222638	116223454	plus	LOC124900835
4	116282074	116297178	minus	LOC105377383
4	116299725	116299768	plus	MIR1973
4	116344096	116355180	plus	LOC105377384
4	116663938	116667507	plus	LOC105377385
4	116750950	116952699	minus	LOC107986306
4	117050936	117073066	plus	LOC105377387
4	117080253	117105531	plus	LOC105377388
4	117083554	117085576	minus	TRAM1L1
4	117314597	117360639	minus	LINC02262
4	117360652	117372849	plus	LINC02263
4	117428398	117689103	plus	LINC01378
4	117809734	117862126	minus	LOC102723914
4	117834401	117869948	plus	LINC02264
4	118033322	118258634	plus	NDST3
4	118054737	118204426	minus	LOC107986307
4	118251447	118266033	minus	LOC105377392
4	118265951	118266771	plus	LOC124900765
4	118278762	118279823	plus	SNHG8
4	118279190	118279320	plus	SNORA24
4	118280038	118353003	minus	PRSS12
4	118287953	118292017	minus	LOC124900766
4	118481918	118494336	minus	LOC105379403
4	118510203	118511512	minus	LOC124900767
4	118648970	118679805	plus	LOC124900768
4	118664087	118685341	minus	METTL14-DT
4	118685392	118715430	plus	METTL14
4	118722823	118836126	minus	SEC24D
4	118850681	119061247	plus	SYNPO2
4	118879189	118884784	plus	LOC105377393
4	118961882	118984719	minus	LOC105377394
4	119100132	119133554	plus	LOC102723967
4	119118113	119128602	minus	LOC105377395
4	119135832	119187789	plus	MYOZ2
4	119146251	119150959	minus	LOC105379404
4	119192773	119212644	minus	LOC101929762
4	119212601	119295518	plus	USP53
4	119296419	119304445	minus	C4orf3
4	119317250	119322138	minus	FABP2
4	119389913	119395788	plus	LOC107986193
4	119405523	119410660	minus	LINC01061
4	119494403	119628804	minus	PDE5A
4	119569699	119569825	plus	LOC124900187
4	119627790	119630755	plus	LOC107986192
4	119688802	119693529	plus	LOC105377397
4	119799096	119804517	minus	LINC01365
4	119939540	119964293	plus	LINC02502
4	120005944	120007713	minus	LOC124900769
4	120035033	120039715	minus	LOC124900770
4	120055623	120066848	minus	MAD2L1
4	120066958	120167204	plus	MAD2L1-DT
4	120568684	120573625	minus	LOC124900771
4	120684291	120922726	minus	PRDM5
4	120922936	120929321	plus	LOC105377399
4	121035613	121072535	minus	NDNF
4	121071362	121081739	plus	NDNF-AS1
4	121131408	121227483	minus	TNIP3
4	121328642	121381018	minus	QRFPR
4	121392437	121515611	plus	LOC107986309
4	121524557	121528957	plus	LOC107986310
4	121551468	121582914	plus	LOC105377401
4	121643195	121650651	minus	LOC105377402
4	121667946	121696980	minus	ANXA5
4	121758930	121765433	minus	SMIM43
4	121764585	121766808	plus	PP12613
4	121801323	121817021	plus	EXOSC9
4	121816444	121823883	minus	CCNA2
4	121824329	121870474	minus	BBS7
4	121870651	121872846	plus	BBS7-DT
4	121874481	121952060	minus	TRPC3
4	121950982	121989680	plus	LOC102724158
4	122075403	122078317	minus	LOC112268469
4	122152331	122362752	plus	BLTP1
4	122379011	122429784	plus	ADAD1
4	122451470	122456725	minus	IL2
4	122610108	122621066	minus	IL21
4	122618983	122689156	plus	IL21-AS1
4	122700442	122744939	plus	BBS12
4	122826682	122898236	plus	FGF2
4	122881875	122885280	minus	LOC124900773
4	122892577	122922968	minus	NUDT6
4	122923078	123319433	plus	AFG2A
4	123325659	123326515	minus	LOC105377404
4	123326729	123328456	plus	LOC124900772
4	123349154	123351221	minus	LOC124900774
4	123396795	123403760	plus	SPRY1
4	123508850	123508921	minus	TRC-GCA2-1
4	123521919	123527582	plus	LINC02435
4	123528153	123546516	minus	LOC105377405
4	123649991	123930778	plus	LINC01091
4	123744719	123745673	minus	LOC124900775
4	124025295	124028084	minus	LOC124900776
4	124033437	124252180	minus	LOC105377407
4	124184553	124313719	plus	LOC105377406
4	124377040	124420338	minus	LOC105377408
4	124499942	124558434	minus	LINC02516
4	124664048	124712732	minus	ANKRD50
4	125314955	125492932	plus	FAT4
4	125507259	125507307	plus	MIR2054
4	126064138	126073365	plus	LINC02379
4	126221667	126255290	minus	LOC105377409
4	126280029	126284379	plus	LOC105377410
4	126431814	126434956	minus	LOC124900777
4	126462017	126464305	minus	LOC105377411
4	127073776	127470555	minus	LOC102724210
4	127228468	127282261	minus	LOC107986312
4	127604887	127618205	minus	LOC105377412
4	127632957	127726737	plus	INTU
4	127730400	127774292	plus	SLC25A31
4	127763330	127776918	minus	LOC105377414
4	127781796	127840733	plus	HSPA4L
4	127809253	127811023	plus	LOC112268470
4	127880893	127899224	plus	PLK4
4	127917732	127965963	minus	MFSD8
4	127965406	128039953	plus	ABHD18
4	128060789	128222926	plus	LARP1B
4	128269242	128287813	minus	PGRMC2
4	128428016	128519398	plus	LINC02615
4	128548892	128553553	minus	LOC101927259
4	128567933	128570543	minus	LOC124900778
4	128756026	128756129	plus	LOC124900905
4	128809700	128875224	plus	JADE1
4	128873241	129093539	minus	SCLT1
4	129093712	129116637	plus	C4orf33
4	129311029	129313355	minus	LOC105377416
4	129362891	129383409	minus	LOC105377417
4	129649242	129666040	minus	LOC124900779
4	129724171	129771478	minus	LINC02466
4	129771619	129955368	plus	LINC02465
4	130023078	130030765	plus	LOC105377418
4	130376361	130388071	plus	LINC02479
4	131104704	131136251	minus	LOC105377422
4	131341814	131343815	minus	LOC105377423
4	131379757	131718324	plus	LINC02377
4	131744892	131746219	plus	LOC124900860
4	131748738	131751183	plus	LOC124900859
4	131764838	131791482	plus	SNHG27
4	131804177	131868770	plus	LOC105377425
4	132026002	132060490	minus	LOC105377428
4	132591089	132678503	plus	LINC01256
4	132981142	132985661	minus	LOC124900861
4	132987667	132988399	plus	LOC124900862
4	133012761	133029697	plus	LOC105377431
4	133093860	133149116	minus	PCDH10-DT
4	133149294	133208606	plus	PCDH10
4	133258494	133263115	minus	LOC124900863
4	133948459	134201901	minus	PABPC4L
4	134423868	134545504	plus	LINC02462
4	134579989	134640574	plus	LOC105377436
4	134932711	134944287	minus	LOC105377438
4	134934262	134947019	plus	LOC105377437
4	135113085	135123559	minus	LINC02485
4	135315418	135315522	minus	LOC124900883
4	135866983	135913680	minus	LINC00613
4	136619288	136624228	plus	LOC124900864
4	136795902	137212799	minus	LINC02511
4	137193756	137199948	plus	LINC02510
4	137483528	137487002	plus	LOC105377442
4	137518918	137532494	minus	PCDH18
4	137545731	137603430	plus	LINC02172
4	137645265	137700865	minus	LOC101927414
4	137665471	137680332	plus	LOC107986314
4	137707205	137734957	minus	LOC105377444
4	137751401	137757644	plus	LOC105377445
4	137943022	137953054	plus	LOC107986315
4	138025238	138051375	plus	LOC105377447
4	138027422	138130685	minus	LINC00616
4	138089014	138178177	plus	SLC7A11-AS1
4	138164097	138312671	minus	SLC7A11
4	138309711	138424344	plus	LINC00499
4	138819957	139012646	minus	LOC105377448
4	139015781	139045939	plus	NOCT
4	139028103	139032920	minus	LOC124900780
4	139057220	139177915	minus	ELF2
4	139176155	139245832	plus	LOC105379412
4	139266165	139280225	minus	MGARP
4	139289917	139302551	minus	NDUFC1
4	139301505	139391384	plus	NAA15
4	139436368	139436494	minus	LOC124900188
4	139438376	139476609	plus	RAB33B
4	139451675	139454041	minus	RAB33B-AS1
4	139492974	139556219	minus	SETD7
4	139568675	139580166	plus	LOC105377451
4	139596608	139606703	minus	LOC105377622
4	139618136	139623254	minus	QKILA
4	139665819	139754618	plus	MGST2
4	139716753	140154184	minus	MAML3
4	139763056	139769596	plus	LOC124900781
4	139782140	139791289	minus	LOC124900782
4	139927064	139931716	plus	LOC105377452
4	140011635	140063765	plus	LOC124900783
4	140128015	140138857	plus	LOC101927516
4	140239602	140243919	plus	LOC124900784
4	140257308	140385728	plus	SCOC
4	140283726	140373392	minus	SCOC-AS1
4	140301441	140303635	minus	LOC124900785
4	140388453	140427648	minus	CLGN
4	140442262	140498293	minus	MGAT4D
4	140524168	140553770	plus	ELMOD2
4	140559431	140568961	minus	UCP1
4	140620782	140756385	minus	TBC1D9
4	140712168	140716096	plus	LOC124900787
4	140728616	140745439	plus	LOC124900786
4	140859807	141212900	minus	RNF150
4	141220535	141234697	plus	ZNF330
4	141297774	141297878	minus	LOC124900902
4	141321124	141332617	minus	LINC02432
4	141568738	141577135	minus	LINC02276
4	141636583	141733987	plus	IL15
4	142023160	142846535	minus	INPP4B
4	142561908	142662698	plus	LOC101927613
4	142768639	142791444	plus	LOC105377457
4	142788442	143184861	minus	USP38-DT
4	142851474	142857409	plus	LOC124900788
4	143184917	143223874	plus	USP38
4	143336876	143474565	plus	GAB1
4	143343460	143343535	plus	MIR3139
4	143513472	143514837	minus	SMARCA5-AS1
4	143513702	143557486	plus	SMARCA5
4	143577302	143700675	minus	FREM3
4	143817794	143829348	minus	LOC105377458
4	143843401	143969377	plus	LOC105377459
4	143870864	143905559	minus	GYPE
4	143912331	143982454	plus	LOC101927636
4	143989582	143994243	minus	LOC124900790
4	143995188	144019380	minus	GYPB
4	144078198	144184513	plus	LOC105377460
4	144109303	144140718	minus	GYPA
4	144201461	144562147	minus	LOC105377462
4	144642916	144646019	minus	HHIP-AS1
4	144646156	144745271	plus	HHIP
4	144689141	144756460	minus	LOC124900791
4	144851560	144874787	plus	LOC124900792
4	144967045	144972285	minus	LOC124900793
4	144994575	145098571	minus	ANAPC10
4	145098311	145129524	plus	ABCE1
4	145133650	145180589	minus	OTUD4
4	145182193	145184842	plus	LOC124900794
4	145196745	145203554	minus	LOC105377465
4	145335263	145340419	minus	LINC02266
4	145480770	145559176	plus	SMAD1
4	145497049	145502980	minus	SMAD1-AS2
4	145514578	145517194	minus	SMAD1-AS1
4	145581446	145588030	minus	LOC285422
4	145599032	145600861	plus	LINC02491
4	145619385	145660033	plus	MMAA
4	145680146	145792443	plus	C4orf51
4	145757627	145938823	minus	ZNF827
4	146054402	146059997	minus	LOC105377468
4	146105677	146109625	plus	LOC105377469
4	146109455	146121913	minus	LINC01095
4	146175718	146191535	plus	LSM6
4	146214538	146232267	plus	REELD1
4	146253981	146521940	minus	SLC10A7
4	146295195	146299073	plus	LOC105377472
4	146408583	146408688	plus	MIR7849
4	146638893	146642474	plus	POU4F2
4	146706617	146945864	minus	TTC29
4	146833237	146833799	plus	LOC105377474
4	146934004	146975455	plus	LOC105377473
4	146983693	147021005	minus	LOC105377475
4	147071132	147097299	plus	LOC105377476
4	147344629	147344717	minus	MIR548G
4	147481097	147544954	plus	EDNRA
4	147525130	147539818	minus	LOC124900795
4	147562232	147567374	minus	LOC124900796
4	147569698	147594589	plus	LINC02507
4	147606719	147617245	minus	TMEM184C-DT
4	147617397	147636721	plus	TMEM184C
4	147637785	147684163	minus	PRMT9
4	147732088	148072776	plus	ARHGAP10
4	147782595	147782668	plus	MIR4799
4	148078764	148445508	minus	NR3C2
4	148219184	148226266	plus	LOC102724672
4	148503197	148509571	plus	LOC124900798
4	148536521	149032858	plus	LOC107986195
4	148615775	148680649	minus	LOC105377483
4	148687246	148700250	plus	LOC124900797
4	148783844	148835297	minus	LOC105377481
4	148940946	148942378	minus	LOC105377480
4	149147793	149154165	minus	LINC02430
4	149154295	149278123	plus	LINC02355
4	149248575	149264425	minus	LOC107986320
4	149351709	149815843	minus	IQCM
4	149516880	149521264	plus	LOC105377479
4	150078445	150257438	plus	DCLK2
4	150264435	151015727	minus	LRBA
4	150579089	150581234	plus	LOC729558
4	150582151	150584693	plus	MAB21L2
4	151099628	151104642	plus	RPS3A
4	151102057	151102131	plus	SNORD73B
4	151103827	151103891	plus	SNORD73A
4	151120281	151325605	minus	SH3D19
4	151124210	151141094	plus	LOC107986196
4	151169409	151174111	plus	LOC105377485
4	151246811	151275158	minus	LOC124900799
4	151277161	151291862	plus	PRSS48
4	151401076	151408892	minus	FHIP1A-DT
4	151409176	151670503	plus	FHIP1A
4	151670504	151761007	minus	GATB
4	151671589	151677890	plus	LOC107986197
4	151799359	151940051	plus	LOC127898557
4	151799359	151833097	plus	LOC105377488
4	151886946	151910170	minus	LOC102724700
4	151912846	151940051	plus	LOC127898556
4	151955977	151969376	plus	LINC03074
4	152100753	152104720	plus	LINC02273
4	152150032	152152435	plus	LOC124900800
4	152179490	152182360	minus	LOC105377489
4	152206987	152225872	minus	LOC105377490
4	152283567	152310765	minus	LOC105377492
4	152320544	152536092	minus	FBXW7
4	152337674	152338096	plus	FBXW7-AS1
4	152489327	152489416	minus	MIR3140
4	152536264	152539263	plus	MIR4453HG
4	152536428	152536516	plus	MIR4453
4	152618628	152679997	minus	TMEM154
4	152680085	152681662	plus	LOC105377495
4	152769354	152779730	minus	TIGD4
4	152779954	152912357	plus	ARFIP1
4	152911339	152979671	plus	FHDC1
4	152934516	152936837	minus	LOC729870
4	153152163	153339317	plus	TRIM2
4	153244634	153248539	minus	LOC105377496
4	153344649	153415118	plus	MND1
4	153466360	153636711	plus	TMEM131L
4	153528048	153541943	minus	LOC105377498
4	153684280	153710637	plus	TLR2
4	153710160	153760024	minus	RNF175
4	153720298	153720652	plus	LOC105377499
4	153780591	153789083	minus	SFRP2
4	153828823	154298819	plus	LOC101927947
4	154231742	154491799	minus	DCHS2
4	154535005	154550400	minus	PLRG1
4	154562980	154572807	plus	FGB
4	154583126	154590742	minus	FGA
4	154604136	154612656	minus	FGG
4	154626384	154736135	plus	LOC124900169
4	154740838	154753120	plus	LRAT
4	154754756	154781873	minus	LOC105377500
4	154781272	154828813	plus	RBM46
4	155076203	155082521	minus	LOC105377501
4	155173723	155217076	plus	NPY2R
4	155202366	155208172	minus	NPY2R-AS1
4	155285975	155304818	minus	LOC105377502
4	155342658	155376965	minus	MAP9
4	155354216	155360461	plus	MAP9-AS1
4	155428514	155448653	plus	LOC105377503
4	155496190	155516271	plus	LOC105377505
4	155521550	155522604	minus	LOC105377504
4	155666848	155737059	plus	GUCY1A1
4	155724418	155758415	minus	LOC105377506
4	155759021	155807811	plus	GUCY1B1
4	155829729	155866277	minus	ASIC5
4	155854734	155883961	plus	LOC105377507
4	155903696	155920406	plus	TDO2
4	155924118	155953866	minus	CTSO
4	156112591	156143874	minus	LOC102724785
4	156308598	156330601	minus	LOC105377508
4	156623025	156642503	minus	LINC02272
4	156760454	156971799	minus	PDGFC
4	157076150	157172090	plus	GLRB
4	157220120	157366075	plus	GRIA2
4	157514692	157518723	minus	LOC107986238
4	157572490	157576154	plus	LINC02433
4	157803430	158030592	minus	LOC105377509
4	158008898	158009755	minus	LOC124900801
4	158124474	158173025	minus	GASK1B
4	158170752	158202877	plus	GASK1B-AS1
4	158173688	158182225	minus	LOC101928007
4	158210486	158255416	plus	TMEM144
4	158356479	158394903	minus	LOC105377510
4	158489011	158564669	minus	LOC124900802
4	158521714	158653372	plus	RXFP1
4	158666675	158672056	minus	C4orf46
4	158672296	158709623	plus	ETFDH
4	158700691	158700909	plus	LOC124900922
4	158709127	158723396	minus	PPID
4	158769026	158908050	plus	FNIP2
4	158893134	159082885	minus	SPMIP2
4	159103079	159360173	plus	RAPGEF2
4	159128802	159128894	minus	MIR3688-1
4	159128805	159128891	plus	MIR3688-2
4	159540323	160027466	plus	LOC107986324
4	159586262	159600156	minus	LOC105379457
4	159666503	159777784	minus	LINC02233
4	160250405	160252873	plus	LOC107986239
4	160518819	160553494	plus	LINC02477
4	160919296	160930793	minus	LOC105377513
4	161066632	161124893	minus	LOC105377514
4	161234008	161252202	minus	LOC105377515
4	161383897	162164000	minus	FSTL5
4	162022733	162047550	plus	LOC101928052
4	162457500	162458163	minus	LOC124900803
4	162458042	162461933	plus	LOC124900804
4	162705767	162736214	minus	LOC105377516
4	163093574	163093628	minus	MIR4454
4	163103929	163166890	minus	NAF1
4	163110215	163119873	plus	LOC101928081
4	163172276	163179155	plus	LOC105377517
4	163323962	163344689	minus	NPY1R
4	163343892	163352403	plus	NPY5R
4	163471095	163473754	minus	TKTL2
4	163492014	163495224	minus	LOC124900805
4	163494690	163520539	plus	TMA16
4	163524298	164384019	minus	MARCHF1
4	163667375	163697714	plus	LOC107986325
4	164754131	164803795	plus	SMIM31
4	164877178	164899007	plus	APELA
4	164954446	164977657	minus	TRIM61
4	164956948	164959131	plus	FAM218A
4	165031999	165041749	plus	TRIM60
4	165053866	165060554	plus	TRIM75
4	165070608	165112860	minus	TMEM192
4	165207561	165323156	plus	KLHL2
4	165277807	165279704	minus	GK3
4	165293123	165293309	minus	LOC124900915
4	165327669	165343164	plus	MSMO1
4	165348195	165361512	plus	LOC105377519
4	165379008	165498547	plus	CPE
4	165386242	165386337	plus	MIR578
4	165505200	165507402	plus	LOC105377520
4	165660760	165662469	minus	LOC124900806
4	165684639	165762778	plus	LINC01179
